dataSeq,일자,수압계
4924,2026-05-17 13:53:45,2.754
4925,2026-05-17 13:53:55,3.155
4926,2026-05-17 13:54:05,2.737
4927,2026-05-17 13:54:15,2.598
4928,2026-05-17 13:54:25,2.639
4929,2026-05-17 13:54:35,2.967
4930,2026-05-17 13:54:45,3.204
4931,2026-05-17 13:54:55,2.639
4932,2026-05-17 13:55:05,2.983
4933,2026-05-17 13:55:15,3.081
4934,2026-05-17 13:55:25,2.942
4935,2026-05-17 13:55:35,2.745
4936,2026-05-17 13:55:45,2.778
4937,2026-05-17 13:55:55,3.327
4938,2026-05-17 13:56:05,2.909
4939,2026-05-17 13:56:15,3.311
4940,2026-05-17 13:56:25,2.614
4941,2026-05-17 13:56:35,3.893
4942,2026-05-17 13:56:45,3.737
4943,2026-05-17 13:56:55,3.286
4944,2026-05-17 13:57:05,2.983
4945,2026-05-17 13:57:15,2.959
4946,2026-05-17 13:57:25,3.426
4947,2026-05-17 13:57:35,3.229
4948,2026-05-17 13:57:45,3.508
4949,2026-05-17 13:57:55,3.442
4950,2026-05-17 13:58:05,2.86
4951,2026-05-17 13:58:15,2.868
4952,2026-05-17 13:58:35,3.114
4953,2026-05-17 13:58:45,3.188
4954,2026-05-17 13:58:55,3.016
4955,2026-05-17 13:59:05,2.819
4956,2026-05-17 13:59:15,2.704
4957,2026-05-17 13:59:25,2.836
4958,2026-05-17 13:59:35,2.942
4959,2026-05-17 13:59:45,2.901
4960,2026-05-17 13:59:55,2.713
4961,2026-05-17 14:00:05,2.901
4962,2026-05-17 14:00:15,2.95
4963,2026-05-17 14:00:25,3.114
4964,2026-05-17 14:00:35,2.778
4965,2026-05-17 14:00:45,2.704
4966,2026-05-17 14:00:55,3.024
4967,2026-05-17 14:01:05,3.491
4968,2026-05-17 14:01:15,3.09
4969,2026-05-17 14:01:35,2.745
4970,2026-05-17 14:01:45,2.803
4971,2026-05-17 14:01:55,3.098
4972,2026-05-17 14:02:05,3.008
4973,2026-05-17 14:02:15,3.254
4974,2026-05-17 14:02:25,3.704
4975,2026-05-17 14:02:35,3.508
4976,2026-05-17 14:02:45,2.762
4977,2026-05-17 14:02:55,3.057
4978,2026-05-17 14:03:05,3.131
4979,2026-05-17 14:03:15,3.139
4980,2026-05-17 14:03:25,2.852
4981,2026-05-17 14:03:35,2.975
4982,2026-05-17 14:03:45,2.852
4983,2026-05-17 14:03:55,3.049
4984,2026-05-17 14:04:05,2.663
4985,2026-05-17 14:04:15,2.877
4986,2026-05-17 14:04:25,2.868
4987,2026-05-17 14:04:35,3.098
4988,2026-05-17 14:04:45,3.008
4989,2026-05-17 14:04:55,3.188
4990,2026-05-17 14:05:05,3.696
4991,2026-05-17 14:05:15,3.639
4992,2026-05-17 14:05:25,3.057
4993,2026-05-17 14:05:35,3.311
4994,2026-05-17 14:05:45,3.516
4995,2026-05-17 14:05:55,2.819
4996,2026-05-17 14:06:05,2.532
4997,2026-05-17 14:06:15,3.122
4998,2026-05-17 14:06:25,3.172
4999,2026-05-17 14:06:35,2.991
5000,2026-05-17 14:06:45,2.696
5001,2026-05-17 14:06:55,2.885
5002,2026-05-17 14:07:05,3.131
5003,2026-05-17 14:07:15,2.975
5004,2026-05-17 14:07:25,2.95
5005,2026-05-17 14:07:35,3.131
5006,2026-05-17 14:07:45,3.131
5007,2026-05-17 14:07:55,2.86
5008,2026-05-17 14:08:05,3.131
5009,2026-05-17 14:08:15,3.024
5010,2026-05-17 14:08:25,3.081
5011,2026-05-17 14:08:35,2.95
5012,2026-05-17 14:08:45,3.016
5013,2026-05-17 14:08:55,3.049
5014,2026-05-17 14:09:05,3.008
5015,2026-05-17 14:09:15,3.106
5016,2026-05-17 14:09:25,2.877
5017,2026-05-17 14:09:35,2.918
5018,2026-05-17 14:09:45,2.631
5019,2026-05-17 14:09:55,2.877
5020,2026-05-17 14:10:05,3.098
5021,2026-05-17 14:10:15,2.655
5022,2026-05-17 14:10:25,2.704
5023,2026-05-17 14:10:35,2.918
5024,2026-05-17 14:10:45,2.893
5025,2026-05-17 14:10:55,3.09
5026,2026-05-17 14:11:05,2.926
5027,2026-05-17 14:11:15,2.967
5028,2026-05-17 14:11:25,2.655
5029,2026-05-17 14:11:35,3.024
5030,2026-05-17 14:11:45,3.073
5031,2026-05-17 14:11:55,3.073
5032,2026-05-17 14:12:05,2.999
5033,2026-05-17 14:12:15,2.827
5034,2026-05-17 14:12:25,2.844
5035,2026-05-17 14:12:35,2.713
5036,2026-05-17 14:12:45,2.499
5037,2026-05-17 14:12:55,2.942
5038,2026-05-17 14:13:05,3.04
5039,2026-05-17 14:13:15,2.991
5040,2026-05-17 14:13:35,2.967
5041,2026-05-17 14:13:45,3.303
5042,2026-05-17 14:13:55,3.106
5043,2026-05-17 14:14:05,2.795
5044,2026-05-17 14:14:15,3.254
5045,2026-05-17 14:14:25,3.073
5046,2026-05-17 14:14:35,2.811
5047,2026-05-17 14:14:45,3.073
5048,2026-05-17 14:14:55,2.942
5049,2026-05-17 14:15:05,2.811
5050,2026-05-17 14:15:15,3.196
5051,2026-05-17 14:15:25,2.688
5052,2026-05-17 14:15:35,3.057
5053,2026-05-17 14:15:45,3.163
5054,2026-05-17 14:15:55,2.68
5055,2026-05-17 14:16:05,2.926
5056,2026-05-17 14:16:15,3.049
5057,2026-05-17 14:16:35,3.09
5058,2026-05-17 14:16:45,3.36
5059,2026-05-17 14:16:55,2.77
5060,2026-05-17 14:17:05,3.065
5061,2026-05-17 14:17:15,3.163
5062,2026-05-17 14:17:25,2.54
5063,2026-05-17 14:17:35,3.213
5064,2026-05-17 14:17:45,3.237
5065,2026-05-17 14:17:55,2.68
5066,2026-05-17 14:18:05,3.172
5067,2026-05-17 14:18:15,2.901
5068,2026-05-17 14:18:25,3.04
5069,2026-05-17 14:18:35,3.032
5070,2026-05-17 14:18:45,2.77
5071,2026-05-17 14:18:55,2.696
5072,2026-05-17 14:19:05,3.196
5073,2026-05-17 14:19:15,2.811
5074,2026-05-17 14:19:25,3.188
5075,2026-05-17 14:19:35,2.901
5076,2026-05-17 14:19:45,2.696
5077,2026-05-17 14:19:55,3.295
5078,2026-05-17 14:20:05,3.344
5079,2026-05-17 14:20:15,2.86
5080,2026-05-17 14:20:25,3.09
5081,2026-05-17 14:20:35,3.098
5082,2026-05-17 14:20:45,3.368
5083,2026-05-17 14:20:55,3.237
5084,2026-05-17 14:21:05,3.016
5085,2026-05-17 14:21:15,2.844
5086,2026-05-17 14:21:15,2.844
5087,2026-05-17 14:21:25,3.155
5088,2026-05-17 14:21:35,3.032
5089,2026-05-17 14:21:45,3.057
5090,2026-05-17 14:21:55,2.565
5091,2026-05-17 14:22:05,2.836
5092,2026-05-17 14:22:15,3.163
5093,2026-05-17 14:22:35,2.606
5094,2026-05-17 14:22:45,2.713
5095,2026-05-17 14:22:55,2.68
5096,2026-05-17 14:23:05,3.278
5097,2026-05-17 14:23:15,3.221
5098,2026-05-17 14:23:25,3.131
5099,2026-05-17 14:23:35,3.024
5100,2026-05-17 14:23:45,3.631
5101,2026-05-17 14:23:55,3.86
5102,2026-05-17 14:24:05,2.745
5103,2026-05-17 14:24:15,2.942
5104,2026-05-17 14:24:25,2.918
5105,2026-05-17 14:24:35,2.983
5106,2026-05-17 14:24:45,2.795
5107,2026-05-17 14:24:55,2.663
5108,2026-05-17 14:25:05,3.09
5109,2026-05-17 14:25:15,2.631
5110,2026-05-17 14:25:25,3.467
5111,2026-05-17 14:25:35,2.983
5112,2026-05-17 14:25:45,2.95
5113,2026-05-17 14:25:55,2.844
5114,2026-05-17 14:26:05,2.852
5115,2026-05-17 14:26:15,2.95
5116,2026-05-17 14:26:25,2.696
5117,2026-05-17 14:26:35,3.131
5118,2026-05-17 14:26:45,2.918
5119,2026-05-17 14:26:55,2.868
5120,2026-05-17 14:27:05,2.795
5121,2026-05-17 14:27:15,2.893
5122,2026-05-17 14:27:25,2.868
5123,2026-05-17 14:27:35,2.655
5124,2026-05-17 14:27:45,2.852
5125,2026-05-17 14:27:55,2.893
5126,2026-05-17 14:28:05,3.278
5127,2026-05-17 14:28:15,2.942
5128,2026-05-17 14:28:25,2.68
5129,2026-05-17 14:28:35,2.844
5130,2026-05-17 14:28:45,3.09
5131,2026-05-17 14:28:55,3.04
5132,2026-05-17 14:29:05,3.344
5133,2026-05-17 14:29:15,2.655
5134,2026-05-17 14:29:25,2.59
5135,2026-05-17 14:29:35,2.508
5136,2026-05-17 14:29:45,2.696
5137,2026-05-17 14:29:55,2.713
5138,2026-05-17 14:30:05,3.098
5139,2026-05-17 14:30:15,2.991
5140,2026-05-17 14:30:25,3.286
5141,2026-05-17 14:30:35,2.688
5142,2026-05-17 14:30:45,2.639
5143,2026-05-17 14:30:55,2.893
5144,2026-05-17 14:31:05,2.499
5145,2026-05-17 14:31:15,3.04
5146,2026-05-17 14:31:25,2.827
5147,2026-05-17 14:31:35,2.778
5148,2026-05-17 14:31:45,2.991
5149,2026-05-17 14:31:55,2.959
5150,2026-05-17 14:32:05,3.295
5151,2026-05-17 14:32:15,3.032
5152,2026-05-17 14:32:25,2.631
5153,2026-05-17 14:32:35,2.549
5154,2026-05-17 14:32:45,3.262
5155,2026-05-17 14:32:55,2.754
5156,2026-05-17 14:33:05,2.565
5157,2026-05-17 14:33:15,2.819
5158,2026-05-17 14:33:25,2.754
5159,2026-05-17 14:33:35,2.803
5160,2026-05-17 14:33:45,2.614
5161,2026-05-17 14:33:55,2.622
5162,2026-05-17 14:34:05,2.524
5163,2026-05-17 14:34:15,2.77
5164,2026-05-17 14:34:35,3.106
5165,2026-05-17 14:34:45,2.877
5166,2026-05-17 14:34:55,2.721
5167,2026-05-17 14:35:05,2.803
5168,2026-05-17 14:35:15,3.032
5169,2026-05-17 14:35:25,2.999
5170,2026-05-17 14:35:35,2.786
5171,2026-05-17 14:35:45,2.499
5172,2026-05-17 14:35:55,2.877
5173,2026-05-17 14:36:05,2.688
5174,2026-05-17 14:36:15,2.729
5175,2026-05-17 14:36:25,2.803
5176,2026-05-17 14:36:35,2.696
5177,2026-05-17 14:36:45,2.622
5178,2026-05-17 14:36:55,2.975
5179,2026-05-17 14:37:05,2.295
5180,2026-05-17 14:37:15,2.229
5181,2026-05-17 14:37:25,2.68
5182,2026-05-17 14:37:35,2.999
5183,2026-05-17 14:37:45,3.491
5184,2026-05-17 14:37:55,2.934
5185,2026-05-17 14:38:05,2.762
5186,2026-05-17 14:38:15,2.729
5187,2026-05-17 14:38:25,2.819
5188,2026-05-17 14:38:35,2.532
5189,2026-05-17 14:38:45,2.901
5190,2026-05-17 14:38:55,3.09
5191,2026-05-17 14:39:05,2.877
5192,2026-05-17 14:39:15,2.868
5193,2026-05-17 14:39:25,3.032
5194,2026-05-17 14:39:35,2.409
5195,2026-05-17 14:39:45,2.647
5196,2026-05-17 14:39:55,3.319
5197,2026-05-17 14:40:05,3.188
5198,2026-05-17 14:40:15,3.008
5199,2026-05-17 14:40:25,3.295
5200,2026-05-17 14:40:35,3.188
5201,2026-05-17 14:40:45,3.295
5202,2026-05-17 14:40:55,3.073
5203,2026-05-17 14:41:05,2.688
5204,2026-05-17 14:41:15,3.598
5205,2026-05-17 14:41:25,3.368
5206,2026-05-17 14:41:35,4.508
5207,2026-05-17 14:41:45,4.475
5208,2026-05-17 14:41:55,4.459
5209,2026-05-17 14:42:05,4.426
5210,2026-05-17 14:42:15,4.418
5211,2026-05-17 14:42:25,4.385
5212,2026-05-17 14:42:35,4.377
5213,2026-05-17 14:42:45,4.36
5214,2026-05-17 14:42:55,4.352
5215,2026-05-17 14:43:05,4.336
5216,2026-05-17 14:43:15,4.311
5217,2026-05-17 14:43:25,4.303
5218,2026-05-17 14:43:35,4.286
5219,2026-05-17 14:43:45,4.27
5220,2026-05-17 14:43:55,4.27
5221,2026-05-17 14:44:05,4.254
5222,2026-05-17 14:44:15,4.254
5223,2026-05-17 14:44:25,4.237
5224,2026-05-17 14:44:35,4.213
5225,2026-05-17 14:44:45,4.213
5226,2026-05-17 14:44:55,4.196
5227,2026-05-17 14:45:05,4.188
5228,2026-05-17 14:45:15,4.18
5229,2026-05-17 14:45:25,4.163
5230,2026-05-17 14:45:35,4.155
5231,2026-05-17 14:45:45,4.147
5232,2026-05-17 14:45:55,4.122
5233,2026-05-17 14:46:05,4.139
5234,2026-05-17 14:46:15,4.131
5235,2026-05-17 14:46:35,4.098
5236,2026-05-17 14:46:45,4.09
5237,2026-05-17 14:46:55,4.09
5238,2026-05-17 14:47:05,4.081
5239,2026-05-17 14:47:15,4.057
5240,2026-05-17 14:47:25,4.049
5241,2026-05-17 14:47:35,4.04
5242,2026-05-17 14:47:45,4.032
5243,2026-05-17 14:47:55,4.032
5244,2026-05-17 14:48:05,4.008
5245,2026-05-17 14:48:15,4.016
5246,2026-05-17 14:48:25,4.016
5247,2026-05-17 14:48:35,4.032
5248,2026-05-17 14:48:45,4.27
5249,2026-05-17 14:48:55,3.983
5250,2026-05-17 14:49:05,3.975
5251,2026-05-17 14:49:15,3.942
5252,2026-05-17 14:49:25,3.942
5253,2026-05-17 14:49:35,3.934
5254,2026-05-17 14:49:45,3.942
5255,2026-05-17 14:49:55,3.926
5256,2026-05-17 14:50:05,3.155
5257,2026-05-17 14:50:15,3.032
5258,2026-05-17 14:50:25,3.475
5259,2026-05-17 14:50:35,3.336
5260,2026-05-17 14:50:45,3.319
5261,2026-05-17 14:50:55,3.311
5262,2026-05-17 14:51:05,3.278
5263,2026-05-17 14:51:15,3.254
5264,2026-05-17 14:51:25,3.237
5265,2026-05-17 14:51:35,3.221
5266,2026-05-17 14:51:45,3.254
5267,2026-05-17 14:51:55,3.188
5268,2026-05-17 14:52:05,3.098
5269,2026-05-17 14:52:15,3.073
5270,2026-05-17 14:52:25,3.049
5271,2026-05-17 14:52:35,3.032
5272,2026-05-17 14:52:45,2.991
5273,2026-05-17 14:52:55,3.131
5274,2026-05-17 14:53:05,2.975
5275,2026-05-17 14:53:15,2.967
5276,2026-05-17 14:53:25,2.95
5277,2026-05-17 14:53:35,2.959
5278,2026-05-17 14:53:45,2.926
5279,2026-05-17 14:53:55,2.918
5280,2026-05-17 14:54:05,2.901
5281,2026-05-17 14:54:15,3.139
5282,2026-05-17 14:54:25,2.729
5283,2026-05-17 14:54:35,2.663
5284,2026-05-17 14:54:45,2.95
5285,2026-05-17 14:54:55,2.688
5286,2026-05-17 14:55:05,2.909
5287,2026-05-17 14:55:15,2.934
5288,2026-05-17 14:55:35,2.663
5289,2026-05-17 14:55:45,2.622
5290,2026-05-17 14:55:55,2.663
5291,2026-05-17 14:56:05,3.278
5292,2026-05-17 14:56:15,2.975
5293,2026-05-17 ad:56:25,3.057
5294,2026-05-17 14:56:35,2.86
5295,2026-05-17 14:56:45,2.967
5296,2026-05-17 14:56:55,2.926
5297,2026-05-17 14:57:05,2.606
5298,2026-05-17 14:57:15,2.786
5299,2026-05-17 14:57:25,3.065
5300,2026-05-17 14:57:35,3.09
5301,2026-05-17 14:57:45,2.852
5302,2026-05-17 14:57:55,2.909
5303,2026-05-17 14:58:05,2.885
5304,2026-05-17 14:58:15,2.237
5305,2026-05-17 14:58:35,3.04
5306,2026-05-17 14:58:45,2.893
5307,2026-05-17 14:58:55,3.221
5308,2026-05-17 14:59:05,2.918
5309,2026-05-17 14:59:15,3.024
5310,2026-05-17 14:59:25,2.991
5311,2026-05-17 14:59:35,2.909
5312,2026-05-17 14:59:45,3.532
5313,2026-05-17 14:59:55,2.918
5314,2026-05-17 15:00:05,3.081
5315,2026-05-17 15:00:15,3.032
5316,2026-05-17 15:00:25,2.647
5317,2026-05-17 15:00:35,2.639
5318,2026-05-17 15:00:45,2.942
5319,2026-05-17 15:00:55,3.213
5320,2026-05-17 15:01:05,2.68
5321,2026-05-17 15:01:16,3.327
5322,2026-05-17 15:01:36,3.163
5323,2026-05-17 15:01:46,3.368
5324,2026-05-17 15:01:56,3.049
5325,2026-05-17 15:02:06,3.262
5326,2026-05-17 15:02:16,2.319
5327,2026-05-17 15:02:26,3.04
5328,2026-05-17 15:02:36,2.639
5329,2026-05-17 15:02:46,2.975
5330,2026-05-17 15:02:56,2.524
5331,2026-05-17 15:03:06,3.049
5332,2026-05-17 15:03:16,2.852
5333,2026-05-17 15:03:26,3.344
5334,2026-05-17 15:03:36,3.049
5335,2026-05-17 15:03:46,3.122
5336,2026-05-17 15:03:56,2.77
5337,2026-05-17 15:04:06,3.008
5338,2026-05-17 15:04:16,3.04
5339,2026-05-17 15:04:36,2.819
5340,2026-05-17 15:04:46,2.663
5341,2026-05-17 15:04:56,3.163
5342,2026-05-17 15:05:06,2.655
5343,2026-05-17 15:05:16,2.204
5344,2026-05-17 15:05:26,2.368
5345,2026-05-17 15:05:36,2.524
5346,2026-05-17 15:05:46,3.459
5347,2026-05-17 15:05:56,3.565
5348,2026-05-17 15:06:06,2.245
5349,2026-05-17 15:06:16,2.68
5350,2026-05-17 15:06:26,3.573
5351,2026-05-17 15:06:36,2.098
5352,2026-05-17 15:06:46,2.409
5353,2026-05-17 15:06:56,2.565
5354,2026-05-17 15:07:06,2.934
5355,2026-05-17 15:07:16,2.295
5356,2026-05-17 15:07:26,2.852
5357,2026-05-17 15:07:36,2.909
5358,2026-05-17 15:07:46,2.499
5359,2026-05-17 15:07:56,3.131
5360,2026-05-17 15:08:06,3.122
5361,2026-05-17 15:08:16,3.295
5362,2026-05-17 15:08:26,2.549
5363,2026-05-17 15:08:36,2.336
5364,2026-05-17 15:08:46,2.959
5365,2026-05-17 15:08:56,2.524
5366,2026-05-17 15:09:06,2.573
5367,2026-05-17 15:09:16,2.631
5368,2026-05-17 15:09:26,2.352
5369,2026-05-17 15:09:36,2.573
5370,2026-05-17 15:09:46,2.975
5371,2026-05-17 15:09:56,2.327
5372,2026-05-17 15:10:06,2.467
5373,2026-05-17 15:10:16,1.852
5374,2026-05-17 15:10:26,2.532
5375,2026-05-17 15:10:36,2.713
5376,2026-05-17 15:10:46,2.663
5377,2026-05-17 15:10:56,2.524
5378,2026-05-17 15:11:06,2.352
5379,2026-05-17 15:11:16,2.557
5380,2026-05-17 15:11:26,2.409
5381,2026-05-17 15:11:36,2.508
5382,2026-05-17 15:11:46,2.393
5383,2026-05-17 15:11:56,3.024
5384,2026-05-17 15:12:06,2.163
5385,2026-05-17 15:12:16,2.532
5386,2026-05-17 15:12:26,2.622
5387,2026-05-17 15:12:36,2.737
5388,2026-05-17 15:12:46,2.008
5389,2026-05-17 15:12:56,2.573
5390,2026-05-17 15:13:06,2.655
5391,2026-05-17 15:13:16,2.59
5392,2026-05-17 15:13:36,1.54
5393,2026-05-17 15:13:46,2.377
5394,2026-05-17 15:13:56,2.311
5395,2026-05-17 15:14:06,2.024
5396,2026-05-17 15:14:16,2.557
5397,2026-05-17 15:14:26,2.557
5398,2026-05-17 15:14:36,2.688
5399,2026-05-17 15:14:46,2.245
5400,2026-05-17 15:14:56,2.139
5401,2026-05-17 15:15:06,2.352
5402,2026-05-17 15:15:16,2.336
5403,2026-05-17 15:15:26,2.68
5404,2026-05-17 15:15:36,1.959
5405,2026-05-17 15:15:46,2.598
5406,2026-05-17 15:15:56,2.106
5407,2026-05-17 15:16:06,2.352
5408,2026-05-17 15:16:16,2.065
5409,2026-05-17 15:16:26,2.418
5410,2026-05-17 15:16:36,2.622
5411,2026-05-17 15:16:46,2.491
5412,2026-05-17 15:16:56,2.262
5413,2026-05-17 15:17:06,2.336
5414,2026-05-17 15:17:16,2.319
5415,2026-05-17 15:17:26,1.983
5416,2026-05-17 15:17:36,2.442
5417,2026-05-17 15:17:46,2.573
5418,2026-05-17 15:17:56,3.245
5419,2026-05-17 15:18:06,2.598
5420,2026-05-17 15:18:16,2.344
5421,2026-05-17 15:18:26,2.065
5422,2026-05-17 15:18:36,2.426
5423,2026-05-17 15:18:46,2.991
5424,2026-05-17 15:18:56,3.081
5425,2026-05-17 15:19:06,2.573
5426,2026-05-17 15:19:16,2.721
5427,2026-05-17 15:19:26,2.229
5428,2026-05-17 15:19:36,2.237
5429,2026-05-17 15:19:46,2.639
5430,2026-05-17 15:19:56,2.639
5431,2026-05-17 15:20:06,2.639
5432,2026-05-17 15:20:16,2.967
5433,2026-05-17 15:20:26,2.631
5434,2026-05-17 15:20:36,2.729
5435,2026-05-17 15:20:46,2.672
5436,2026-05-17 15:20:56,2.606
5437,2026-05-17 15:21:06,2.721
5438,2026-05-17 15:21:16,2.918
5439,2026-05-17 15:21:26,2.819
5440,2026-05-17 15:21:36,2.827
5441,2026-05-17 15:21:46,2.704
5442,2026-05-17 15:21:56,2.95
5443,2026-05-17 15:22:06,2.598
5444,2026-05-17 15:22:16,2.491
5445,2026-05-17 15:22:26,2.762
5446,2026-05-17 15:22:36,3.311
5447,2026-05-17 15:22:46,3.245
5448,2026-05-17 15:22:56,3.221
5449,2026-05-17 15:23:06,3.221
5450,2026-05-17 15:23:16,3.204
5451,2026-05-17 15:23:26,3.36
5452,2026-05-17 15:23:36,3.131
5453,2026-05-17 15:23:46,3.122
5454,2026-05-17 15:23:56,3.098
5455,2026-05-17 15:24:06,3.081
5456,2026-05-17 15:24:16,3.073
5457,2026-05-17 15:24:26,3.057
5458,2026-05-17 15:24:36,3.122
5459,2026-05-17 15:24:46,3.073
5460,2026-05-17 15:24:56,2.614
5461,2026-05-17 15:25:06,2.68
5462,2026-05-17 15:25:16,2.45
5463,2026-05-17 15:25:26,3.204
5464,2026-05-17 15:25:36,2.827
5465,2026-05-17 15:25:46,2.434
5466,2026-05-17 15:25:56,2.959
5467,2026-05-17 15:26:06,2.983
5468,2026-05-17 15:26:16,3.098
5469,2026-05-17 15:26:26,3.049
5470,2026-05-17 15:26:36,3.032
5471,2026-05-17 15:26:46,3.336
5472,2026-05-17 15:26:56,2.713
5473,2026-05-17 15:27:06,2.614
5474,2026-05-17 15:27:16,2.483
5475,2026-05-17 15:27:26,2.713
5476,2026-05-17 15:27:36,3.024
5477,2026-05-17 15:27:46,3.049
5478,2026-05-17 15:27:56,2.991
5479,2026-05-17 15:28:06,2.967
5480,2026-05-17 15:28:16,2.975
5481,2026-05-17 15:28:26,3.049
5482,2026-05-17 15:28:36,2.926
5483,2026-05-17 15:28:46,2.868
5484,2026-05-17 15:28:56,2.967
5485,2026-05-17 15:29:06,3.065
5486,2026-05-17 15:29:16,2.999
5487,2026-05-17 15:29:26,3.09
5488,2026-05-17 15:29:36,3.008
5489,2026-05-17 15:29:46,3.262
5490,2026-05-17 15:29:56,3.491
5491,2026-05-17 15:30:06,3.459
5492,2026-05-17 15:30:16,3.45
5493,2026-05-17 15:30:26,2.844
5494,2026-05-17 15:30:36,2.688
5495,2026-05-17 15:30:46,3.213
5496,2026-05-17 15:30:56,3.09
5497,2026-05-17 15:31:06,2.549
5498,2026-05-17 15:31:16,2.54
5499,2026-05-17 15:31:36,3.344
5500,2026-05-17 15:31:46,3.704
5501,2026-05-17 15:31:56,2.467
5502,2026-05-17 15:32:06,3.155
5503,2026-05-17 15:32:16,3.27
5504,2026-05-17 15:32:26,2.959
5505,2026-05-17 15:32:36,3.213
5506,2026-05-17 15:32:46,2.631
5507,2026-05-17 15:32:56,3.163
5508,2026-05-17 15:33:06,3.114
5509,2026-05-17 15:33:16,2.549
5510,2026-05-17 15:33:26,2.811
5511,2026-05-17 15:33:36,2.942
5512,2026-05-17 15:33:46,2.778
5513,2026-05-17 15:33:56,2.786
5514,2026-05-17 15:34:06,2.737
5515,2026-05-17 15:34:16,2.393
5516,2026-05-17 15:34:36,2.631
5517,2026-05-17 15:34:46,2.565
5518,2026-05-17 15:34:56,2.573
5519,2026-05-17 15:35:06,3.155
5520,2026-05-17 15:35:16,3.557
5521,2026-05-17 15:35:26,2.581
5522,2026-05-17 15:35:36,3.049
5523,2026-05-17 15:35:46,2.827
5524,2026-05-17 15:35:56,2.811
5525,2026-05-17 15:36:06,2.803
5526,2026-05-17 15:36:16,2.795
5527,2026-05-17 15:36:26,2.778
5528,2026-05-17 15:36:36,2.762
5529,2026-05-17 15:36:46,2.762
5530,2026-05-17 15:36:56,2.745
5531,2026-05-17 15:37:06,2.745
5532,2026-05-17 15:37:16,2.745
5533,2026-05-17 15:37:36,2.737
5534,2026-05-17 15:37:46,2.745
5535,2026-05-17 15:37:56,2.418
5536,2026-05-17 15:38:06,1.229
5537,2026-05-17 15:38:16,1.598
5538,2026-05-17 15:38:26,1.959
5539,2026-05-17 15:38:36,2.147
5540,2026-05-17 15:38:46,1.918
5541,2026-05-17 15:38:56,1.893
5542,2026-05-17 15:39:06,1.868
5543,2026-05-17 15:39:16,2.09
5544,2026-05-17 15:39:26,1.934
5545,2026-05-17 15:39:36,1.934
5546,2026-05-17 15:39:46,1.745
5547,2026-05-17 15:39:56,1.778
5548,2026-05-17 15:40:06,1.508
5549,2026-05-17 15:40:16,1.147
5550,2026-05-17 15:40:26,1.426
5551,2026-05-17 15:40:36,1.967
5552,2026-05-17 15:40:46,1.745
5553,2026-05-17 15:40:56,1.565
5554,2026-05-17 15:41:06,1.663
5555,2026-05-17 15:41:16,2.254
5556,2026-05-17 15:41:26,1.237
5557,2026-05-17 15:41:36,1.598
5558,2026-05-17 15:41:46,1.926
5559,2026-05-17 15:41:56,1.901
5560,2026-05-17 15:42:06,1.606
5561,2026-05-17 15:42:16,1.499
5562,2026-05-17 15:42:26,1.778
5563,2026-05-17 15:42:36,1.631
5564,2026-05-17 15:42:46,1.983
5565,2026-05-17 15:42:56,1.86
5566,2026-05-17 15:43:06,1.491
5567,2026-05-17 15:43:16,2.245
5568,2026-05-17 15:43:26,1.557
5569,2026-05-17 15:43:36,1.573
5570,2026-05-17 15:43:46,2.54
5571,2026-05-17 15:43:56,3.204
5572,2026-05-17 15:44:06,2.45
5573,2026-05-17 15:44:16,3.016
5574,2026-05-17 15:44:26,3.213
5575,2026-05-17 15:44:36,2.18
5576,2026-05-17 15:44:46,2.442
5577,2026-05-17 15:44:56,2.475
5578,2026-05-17 15:45:06,3.065
5579,2026-05-17 15:45:16,2.77
5580,2026-05-17 15:45:26,2.868
5581,2026-05-17 15:45:36,2.491
5582,2026-05-17 15:45:46,2.745
5583,2026-05-17 15:45:56,2.524
5584,2026-05-17 15:46:06,2.893
5585,2026-05-17 15:46:16,2.672
5586,2026-05-17 15:46:36,2.688
5587,2026-05-17 15:46:46,2.737
5588,2026-05-17 15:46:56,2.786
5589,2026-05-17 15:47:06,2.631
5590,2026-05-17 15:47:16,2.631
5591,2026-05-17 15:47:26,2.819
5592,2026-05-17 15:47:36,3.122
5593,2026-05-17 15:47:46,3.139
5594,2026-05-17 15:47:56,2.295
5595,2026-05-17 15:48:06,2.409
5596,2026-05-17 15:48:16,2.934
5597,2026-05-17 15:48:26,2.918
5598,2026-05-17 15:48:36,2.647
5599,2026-05-17 15:48:46,2.959
5600,2026-05-17 15:48:56,2.844
5601,2026-05-17 15:49:06,2.688
5602,2026-05-17 15:49:16,3.065
5603,2026-05-17 15:49:26,2.745
5604,2026-05-17 15:49:36,3.04
5605,2026-05-17 15:49:46,3.057
5606,2026-05-17 15:49:56,3.131
5607,2026-05-17 15:50:06,3.172
5608,2026-05-17 15:50:16,2.614
5609,2026-05-17 15:50:26,2.852
5610,2026-05-17 15:50:36,2.795
5611,2026-05-17 15:50:46,2.909
5612,2026-05-17 15:50:56,2.672
5613,2026-05-17 15:51:06,2.803
5614,2026-05-17 15:51:16,2.786
5615,2026-05-17 15:51:26,3.131
5616,2026-05-17 15:51:36,2.704
5617,2026-05-17 15:51:46,3.352
5618,2026-05-17 15:51:56,3.344
5619,2026-05-17 15:52:06,3.557
5620,2026-05-17 15:52:16,2.909
5621,2026-05-17 15:52:26,3.09
5622,2026-05-17 15:52:36,3.016
